,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,1.198783278465271,0.008964896202087402,2.2719210386276245,0.0009974241256713867,0.1,0.2,1,rbf,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 1, 'kernel': 'rbf'}",0.4836597945807919,0.47249959905950745,0.47807969682014967,0.005580097760642222,18
1,2.3731517791748047,0.05834388732910156,1.5589706897735596,0.0008554458618164062,0.1,0.2,1,sigmoid,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 1, 'kernel': 'sigmoid'}",-5250.870938769816,-5244.270772548314,-5247.570855659065,3.300083110751075,39
2,1.2303458452224731,0.0016330480575561523,2.3562042713165283,0.004480600357055664,0.1,0.2,0.1,rbf,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'rbf'}",0.43991469896155244,0.43915443251982567,0.43953456574068905,0.00038013322086338786,20
3,1.516934871673584,0.0019865036010742188,0.9494599103927612,0.0029920339584350586,0.1,0.2,0.1,sigmoid,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'sigmoid'}",-49.72204946330593,-56.363206576749064,-53.04262802002749,3.3205785567215678,37
4,1.3149960041046143,0.005500316619873047,2.4682520627975464,0.0018786191940307617,0.1,0.2,0.001,rbf,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 0.001, 'kernel': 'rbf'}",0.31651385841546076,0.3142822571222853,0.31539805776887303,0.001115800646587728,32
5,1.458598256111145,0.006482958793640137,0.8671807050704956,0.0034905672073364258,0.1,0.2,0.001,sigmoid,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.23916594471421126,0.239398696232471,0.23928232047334114,0.00011637575912987197,34
6,1.3600857257843018,0.0022687911987304688,2.7262052297592163,0.049367547035217285,0.1,0.1,1,rbf,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.48490137202663763,0.47327070276257144,0.47908603739460454,0.005815334632033098,15
7,2.3487162590026855,0.05186295509338379,1.5478599071502686,0.012964487075805664,0.1,0.1,1,sigmoid,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}",-5251.669661330609,-5245.857554847191,-5248.763608088901,2.9060532417092872,40
8,1.4007521867752075,0.0014976263046264648,2.7346837520599365,0.011967658996582031,0.1,0.1,0.1,rbf,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.4405166188402935,0.43864651292412227,0.43958156588220787,0.0009350529580856026,19
9,1.6216620206832886,0.015958666801452637,1.0092997550964355,0.001993894577026367,0.1,0.1,0.1,sigmoid,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 0.1, 'kernel': 'sigmoid'}",-50.37737180693821,-56.664700665496326,-53.52103623621727,3.1436644292790596,38
10,1.4436372518539429,0.0034896135330200195,2.7646055221557617,0.010970115661621094,0.1,0.1,0.001,rbf,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.3192973830984107,0.31885464296238963,0.3190760130304002,0.00022137006801054016,31
11,1.5867538452148438,0.00299072265625,0.9704043865203857,0.005983829498291016,0.1,0.1,0.001,sigmoid,"{'C': 0.1, 'epsilon': 0.1, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.24416991814524314,0.24306610246478821,0.24361801030501568,0.0005519078402274613,33
12,1.2001572847366333,0.0013653039932250977,2.186150908470154,0.000996708869934082,1,0.2,1,rbf,"{'C': 1, 'epsilon': 0.2, 'gamma': 1, 'kernel': 'rbf'}",0.5153835789175572,0.5050926629768735,0.5102381209472153,0.005145457970341827,11
13,2.2459909915924072,0.03390979766845703,1.5503545999526978,0.014460921287536621,1,0.2,1,sigmoid,"{'C': 1, 'epsilon': 0.2, 'gamma': 1, 'kernel': 'sigmoid'}",-525421.1074967657,-523703.3382036325,-524562.2228501991,858.8846465665847,48
14,1.215248703956604,0.000498652458190918,2.2792762517929077,0.005359530448913574,1,0.2,0.1,rbf,"{'C': 1, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'rbf'}",0.48230090557472816,0.474055346494356,0.4781781260345421,0.004122779540186083,17
15,1.8939337730407715,0.030916690826416016,1.0601632595062256,0.000997781753540039,1,0.2,0.1,sigmoid,"{'C': 1, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'sigmoid'}",-5512.226297201073,-5946.063865223463,-5729.1450812122675,216.91878401119493,42
16,1.2465299367904663,0.00013267993927001953,2.4070693254470825,0.004496932029724121,1,0.2,0.001,rbf,"{'C': 1, 'epsilon': 0.2, 'gamma': 0.001, 'kernel': 'rbf'}",0.3953563294099699,0.39494547307644645,0.3951509012432082,0.00020542816676172304,27
17,1.374323844909668,0.0009970664978027344,0.8337686061859131,0.0019943714141845703,1,0.2,0.001,sigmoid,"{'C': 1, 'epsilon': 0.2, 'gamma': 0.001, 'kernel': 'sigmoid'}",0.37278317235791636,0.3712287355303616,0.372005953944139,0.0007772184137773697,29
18,1.4481271505355835,0.025931715965270996,2.6543991565704346,0.03939223289489746,1,0.1,1,rbf,"{'C': 1, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.5155662670572327,0.5047325713804015,0.5101494192188172,0.005416847838415617,12
19,2.251476526260376,0.03939390182495117,1.5603258609771729,0.002493143081665039,1,0.1,1,sigmoid,"{'C': 1, 'epsilon': 0.1, 'gamma': 1, 'kernel': 'sigmoid'}",-525421.6503570956,-523700.4664846484,-524561.0584208721,860.5919362236164,47
