,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,0.000997304916381836,0.0,0.0009979009628295898,5.960464477539062e-07,gini,3,7,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.803921568627451,0.7722772277227723,0.7880993981751117,0.015822170452339357,14
1,0.001496434211730957,0.0004972219467163086,0.0004978179931640625,0.0004978179931640625,gini,3,7,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.7450980392156863,0.7722772277227723,0.7586876334692293,0.013589594253543003,137
2,0.0014961957931518555,0.0004981756210327148,0.0004981756210327148,0.0004981756210327148,gini,3,7,14,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.803921568627451,0.7722772277227723,0.7880993981751117,0.015822170452339357,14
3,0.0015016794204711914,0.000493168830871582,0.0010048151016235352,7.271766662597656e-06,gini,3,7,15,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 15}",0.7941176470588235,0.7722772277227723,0.783197437390798,0.010920209668025593,58
4,0.0014832019805908203,0.0004851818084716797,0.0009970664978027344,4.76837158203125e-07,gini,3,7,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 20}",0.7843137254901961,0.7623762376237624,0.7733449815569793,0.01096874393321684,60
5,0.0014961957931518555,0.0004991292953491211,0.0009970664978027344,4.76837158203125e-07,gini,3,11,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 11, 'min_samples_split': 6}",0.7843137254901961,0.7227722772277227,0.7535430013589595,0.03077072413123666,151
6,0.0009974241256713867,1.1920928955078125e-07,0.0009970664978027344,0.0,gini,3,11,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 11, 'min_samples_split': 10}",0.7843137254901961,0.7227722772277227,0.7535430013589595,0.03077072413123666,151
7,0.0015063285827636719,0.0005092620849609375,0.0004988908767700195,0.0004988908767700195,gini,3,11,14,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 11, 'min_samples_split': 14}",0.7843137254901961,0.7227722772277227,0.7535430013589595,0.03077072413123666,151
8,0.0009974241256713867,1.1920928955078125e-07,0.0009974241256713867,1.1920928955078125e-07,gini,3,11,15,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 11, 'min_samples_split': 15}",0.7843137254901961,0.7227722772277227,0.7535430013589595,0.03077072413123666,151
9,0.001495957374572754,0.0004984140396118164,0.000997304916381836,0.0,gini,3,11,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 11, 'min_samples_split': 20}",0.7843137254901961,0.7227722772277227,0.7535430013589595,0.03077072413123666,151
10,0.0009834766387939453,1.4781951904296875e-05,0.0010082721710205078,1.0728836059570312e-05,gini,3,15,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 15, 'min_samples_split': 6}",0.803921568627451,0.7227722772277227,0.7633469229275869,0.04057464569986413,75
11,0.0009976625442504883,3.5762786865234375e-07,0.0009969472885131836,3.5762786865234375e-07,gini,3,15,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 15, 'min_samples_split': 10}",0.803921568627451,0.7227722772277227,0.7633469229275869,0.04057464569986413,75
12,0.0009976625442504883,3.5762786865234375e-07,0.0010080337524414062,1.049041748046875e-05,gini,3,15,14,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 15, 'min_samples_split': 14}",0.803921568627451,0.7227722772277227,0.7633469229275869,0.04057464569986413,75
13,0.0009819269180297852,1.537799835205078e-05,0.0009971857070922852,1.1920928955078125e-07,gini,3,15,15,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 15, 'min_samples_split': 15}",0.803921568627451,0.7227722772277227,0.7633469229275869,0.04057464569986413,75
14,0.000997781753540039,7.152557373046875e-07,0.0009964704513549805,1.1920928955078125e-07,gini,3,15,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 15, 'min_samples_split': 20}",0.803921568627451,0.7227722772277227,0.7633469229275869,0.04057464569986413,75
15,0.0014960765838623047,0.0004990100860595703,0.0004988908767700195,0.0004988908767700195,gini,3,20,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 20, 'min_samples_split': 6}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
16,0.0009971857070922852,1.5616416931152344e-05,0.0009894371032714844,2.002716064453125e-05,gini,3,20,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 20, 'min_samples_split': 10}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
17,0.0014960765838623047,0.0004987716674804688,0.000498652458190918,0.000498652458190918,gini,3,20,14,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 20, 'min_samples_split': 14}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
18,0.000997304916381836,0.0,0.0009971857070922852,1.1920928955078125e-07,gini,3,20,15,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 20, 'min_samples_split': 15}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
19,0.0014958381652832031,0.0004982948303222656,0.0004990100860595703,0.0004990100860595703,gini,3,20,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 20, 'min_samples_split': 20}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
20,0.000997781753540039,7.152557373046875e-07,0.0009968280792236328,4.76837158203125e-07,gini,3,25,6,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 6}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
21,0.0009968280792236328,4.76837158203125e-07,0.0009971857070922852,1.1920928955078125e-07,gini,3,25,10,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 10}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
22,0.001495957374572754,0.0004988908767700195,0.0004987716674804688,0.0004987716674804688,gini,3,25,14,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 14}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
23,0.0014957189559936523,0.0004984140396118164,0.0004991292953491211,0.0004991292953491211,gini,3,25,15,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 15}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
24,0.001495957374572754,0.000498652458190918,0.0009975433349609375,0.0,gini,3,25,20,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 25, 'min_samples_split': 20}",0.7647058823529411,0.7227722772277227,0.7437390797903319,0.020966802562609188,181
25,0.000997304916381836,2.384185791015625e-07,0.000997781753540039,7.152557373046875e-07,gini,5,7,6,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 7, 'min_samples_split': 6}",0.7450980392156863,0.7722772277227723,0.7586876334692293,0.013589594253543003,137
26,0.0009894371032714844,6.67572021484375e-06,0.0009979009628295898,3.5762786865234375e-07,gini,5,7,10,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 7, 'min_samples_split': 10}",0.803921568627451,0.7722772277227723,0.7880993981751117,0.015822170452339357,14
27,0.00148773193359375,0.0004897117614746094,0.0010055303573608398,8.225440979003906e-06,gini,5,7,14,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 7, 'min_samples_split': 14}",0.7450980392156863,0.7722772277227723,0.7586876334692293,0.013589594253543003,137
28,0.0014961957931518555,0.0004981756210327148,0.0004984140396118164,0.0004984140396118164,gini,5,7,15,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 7, 'min_samples_split': 15}",0.7352941176470589,0.7722772277227723,0.7537856726849156,0.01849155503785671,147
